Date,MSFT.O,AAPL.O,V.N,MA.N,INTC.O,CSCO.O,JNJ.N,UNH.N,MRK.N,PFE.N,ABT.N,MDT.N,JPM.N,BAC.N,WFC.N,C.N,USB.N,GOOGL.O,T.N,DIS.N,VZ.N,CMCSA.O,AMZN.O,HD.N,MCD.N,NKE.N,SBUX.O,LOW.N
2009/11/30,29.41,199.91,81,240.86,19.2,23.4,62.84,28.67,36.21,18.17,54.49,42.44,42.49,15.85,28.04,4.11,24.13,583,26.94,30.22,31.46,14.66,135.91,27.36,63.25,64.89,21.9,21.81
2009/12/1,30.01,196.97,82.97,242.99,19.66,23.92,63.51,28.7,36.88,18.85,54.48,42.69,42.22,15.9,27.99,4.1,24.34,589.87,27.18,30.73,32.34,14.96,138.5,28,63.54,65.4,21.73,22.58
2009/12/2,29.78,196.23,82.22,242.42,19.72,23.87,63.88,28.29,36.8,18.74,54.44,43.62,41.93,15.65,27.45,4.1,24.43,587.51,27.35,30.79,32.65,14.94,142.25,28.33,62.5,65.35,21.68,22.65
2009/12/3,29.83,196.48,80.03,236.16,19.87,23.83,64.16,27.33,36.77,18.64,54.24,43.12,41.4,15.76,26.49,4.05,23.25,585.74,27.52,30.33,32.69,15.91,141.17,27.93,61.97,64.67,21.12,22.48
2009/12/4,29.98,193.32,80.27,241.33,20.46,24.16,64.36,27.46,36.7,18.49,53.78,43.06,41.74,16.28,26.96,4.06,23.5,585.01,27.6,30.84,32.7,16.13,137.58,28.08,61.59,64.3,21.6,22.88
2009/12/7,29.79,188.95,79.93,238.94,20.37,24.21,64.37,28.3,36.7,18.06,53.66,43.06,41.25,15.89,26.36,4.03,23.03,586.25,27.97,31,33.25,17.27,134.21,28.22,61.93,64.54,21.4,22.78
2009/12/8,29.57,189.87,79.99,238.61,19.99,23.81,64.25,28.46,36.35,17.76,53.24,42.79,41.21,15.41,26.03,3.91,22.98,587.05,27.61,30.68,33.39,17.36,134.11,27.67,60.61,63.53,21.22,22.71
2009/12/9,29.71,197.8,81.75,242.94,20.01,23.86,64.38,28.5,37.15,18.24,53.61,42.84,41.19,15.39,25.96,3.86,22.9,589.02,27.56,30.7,33.3,17.54,131.31,27.55,60.6,61.95,21.3,22.81
2009/12/10,29.87,196.43,82.32,244.12,20.15,23.94,64.77,30.31,37.54,18.32,54.07,43.32,41.27,15.21,25.32,3.87,23.03,591.5,27.76,31.3,33.66,17.58,135.38,27.99,61.05,62.7,22.31,23.09
2009/12/11,29.85,194.67,81.34,243.94,19.9,23.768,64.85,30.48,37.07,18.3,53.77,43.48,40.96,15.63,25.41,3.95,23.05,590.51,28.01,31.7,33.73,17.64,134.15,28.49,61.66,63.86,22.4,23.88
2009/12/14,30.11,196.98,84.77,247.48,19.98,23.84,64.96,30.95,37.77,18.4,53.78,43.87,41.77,15.63,25.49,3.7,23.04,595.73,28.05,31.83,33.55,17.57,131.38,28.87,62.14,64.16,22.84,24.17
2009/12/15,30.02,194.17,86.14,245.55,19.8,23.48,64.74,31.32,38,18.29,53.99,43.87,40.86,15.19,25.66,3.56,22.39,593.14,27.6,32.18,33.01,17.57,130.23,29.02,62,64.35,22.73,24
2009/12/16,30.1,195.03,87.03,246.4,19.38,23.45,64.8,32.2,37.75,18.41,53.88,43.6,41.36,15.28,25.84,3.45,22.09,597.76,27.52,32.43,32.71,17.51,128.36,28.96,62.42,64.05,22.44,23.69
2009/12/17,29.6,191.86,87.03,247.75,19.07,23.18,64.47,31.82,37.28,18.22,53.58,42.87,40.27,14.86,26.07,3.2,21.78,593.94,27.22,31.93,32.81,17.11,126.91,28.8,61.92,63.25,22.25,23.69
2009/12/18,30.36,195.43,88.97,254.84,19.63,23.33,64.37,31.54,37.4,18.3,53.34,43.22,40.95,15.03,26.78,3.4,22.3,596.42,27.32,31.95,32.8,17.24,128.48,28.65,62.17,64.42,23.68,23.62
2009/12/21,30.52,198.23,87.51,255.36,20.09,23.64,64.33,32.17,37.69,18.61,53.92,43.56,41.9,15.28,27.34,3.42,22.96,598.68,27.54,32.4,33.02,17.37,132.79,28.96,62.66,64.88,23.14,23.84
2009/12/22,30.82,200.36,86.3,255.62,20.04,23.75,64.53,32.32,37.75,18.61,54.12,43.55,41.94,15.33,27.16,3.34,22.79,601.12,27.9,32.31,33.2,17.2,133.75,29.29,62.97,65.1,23.72,23.86
2009/12/23,30.92,202.1,86.15,255.32,20.1,23.78,64.57,31.62,37.25,18.58,54.09,44.4,41.56,15.19,26.85,3.29,22.34,611.68,28.04,32.43,33.23,17.11,138.94,29,63.36,65.44,23.74,23.56
2009/12/24,31,209.04,86.29,255.42,20.33,23.96,64.7,31.68,36.99,18.6,54.15,44.12,41.89,15.25,27.09,3.35,22.58,618.48,28.1,32.29,33.36,17.17,138.47,29.17,63.42,65.25,23.66,23.65
2009/12/28,31.17,211.61,86.76,256.98,20.3,24.08,64.94,31.39,37.29,18.63,54.53,44.4,41.72,15.29,26.75,3.39,22.47,622.87,28.33,31.91,33.49,17.07,139.31,29.18,63.61,65.5,23.81,23.65
2009/12/29,31.39,209.1,88.02,258.36,20.402,24.1,64.94,30.85,37.1,18.56,54.26,44.9,41.49,15.12,26.68,3.37,22.39,619.4,28.34,32.38,33.43,17.08,139.41,29.27,63.59,66.21,23.51,23.61
2009/12/30,30.96,211.64,88.14,257.98,20.59,24.18,64.91,31.01,37.06,18.5,54.54,44.5,41.53,15.07,26.82,3.32,22.45,622.73,28.32,32.28,33.42,17.07,136.49,29.13,62.89,66.14,23.31,23.53
2009/12/31,30.48,210.732,87.46,255.98,20.4,23.94,64.41,30.48,36.54,18.19,53.99,43.98,41.67,15.06,26.99,3.31,22.51,619.98,28.03,32.25,33.13,16.86,134.52,28.93,62.44,66.07,23.06,23.39
2010/1/4,30.95,214.01,88.14,256.84,20.88,24.69,64.68,31.53,37.01,18.93,54.46,43.9,42.85,15.69,27.32,3.4,22.88,626.75,28.58,32.07,33.28,16.97,133.9,28.67,62.78,65.35,23.05,23.16
2010/1/5,30.96,214.38,87.13,256.08,20.87,24.58,63.93,31.48,37.16,18.66,54.02,44.8,43.68,16.2,28.07,3.53,23.46,623.99,28.44,31.99,33.34,16.74,134.69,28.88,62.3,65.61,23.59,22.92
2010/1/6,30.77,210.97,85.96,255.56,20.8,24.42,64.45,31.79,37.66,18.6,54.32,45.33,43.92,16.39,28.11,3.64,23.71,608.26,27.61,31.82,31.92,16.62,132.25,28.78,61.45,65.21,23.42,22.98
2010/1/7,30.452,210.58,86.76,253.89,20.6,24.53,63.99,33.01,37.72,18.53,54.77,45.75,44.79,16.93,29.13,3.65,24.17,594.1,27.3,31.83,31.73,16.97,130,29.12,61.9,65.85,23.36,23.64
