Date,MSFT.O,AAPL.O,V.N,MA.N,INTC.O,CSCO.O,JNJ.N,UNH.N,MRK.N,PFE.N,ABT.N,MDT.N,JPM.N,BAC.N,WFC.N,C.N,USB.N,GOOGL.O,T.N,DIS.N,VZ.N,CMCSA.O,AMZN.O,HD.N,MCD.N,NKE.N,SBUX.O,LOW.N
2017/5/31,69.84,152.76,95.23,122.88,36.11,31.53,128.25,175.18,65.11,32.65,45.66,84.28,82.15,22.41,51.14,60.54,50.89,987.09,38.53,107.94,46.64,41.69,994.62,153.51,150.89,52.99,63.61,78.77
2017/6/1,70.1,153.18,95.4,123.4,36.12,31.82,128.78,179.58,65.26,32.71,46.1,86.08,83.06,22.63,52.08,61.08,51.53,988.29,38.87,108.21,46.51,41.66,995.95,155.15,152.39,52.3,63.75,80.43
2017/6/2,71.76,155.45,96.15,125.2,36.32,31.98,130.08,179.39,65.47,32.54,46.5,85.82,82.64,22.45,51.81,61.11,51.3,996.12,38.87,107.18,46.44,41.99,1006.73,155.35,153.74,52.98,64.57,80.22
2017/6/5,72.28,153.93,96.55,125.9,36.34,31.76,130.36,179.37,65.07,32.35,46.62,85.95,82.79,22.41,51.72,61.25,51.33,1003.88,38.81,106.52,46.37,41.79,1011.34,154.79,152.79,53.01,64.27,79.44
2017/6/6,72.52,154.45,95.79,125.24,36.13,31.56,130.83,180.82,64.67,32.07,46.36,86,82.96,22.23,51.81,61.01,50.88,996.68,38.73,105.5,46.44,41.72,1003,154.2,151.23,52.48,64.16,78.7
2017/6/7,72.39,155.37,96.09,125.19,36.26,31.61,130.75,183.21,64.06,32,46.56,85.98,83.91,22.6,52.09,61.88,51.14,1001.59,38.76,105.92,46.5,41.89,1010.07,154.96,151.94,53.23,63.5,77.79
2017/6/8,71.95,154.99,96.09,124.76,36.48,31.61,130.55,181.69,63.2,31.75,46.72,85.94,84.95,22.97,52.56,63.21,51.78,1004.28,38.5,104.32,46.19,40.94,1010.27,153.5,151.43,53.2,62.24,77.64
2017/6/9,70.32,148.98,94.56,123.04,35.71,31.37,131.53,181.46,64.39,32.77,47.29,86.51,86.96,23.67,53.8,64.45,52.89,970.12,38.79,105.62,46.72,40.69,978.31,152.96,151.48,53.46,62.19,78.65
2017/6/12,69.78,145.42,93.5,120.76,35.73,31.25,131.82,179.25,64.39,32.7,47.17,87.63,86.98,23.78,54.09,64.32,52.85,961.81,39.07,107.04,47.19,40.97,964.91,152.18,148.47,54.03,61.29,79.03
2017/6/13,70.65,146.59,95.08,122.32,35.88,31.7,132.02,181.05,63.27,32.58,47.46,87.2,87.27,23.77,54.45,64.69,52.94,970.5,38.68,106.56,46.46,41.22,980.79,153.99,149.82,54.31,60.92,79.65
2017/6/14,70.27,145.16,95.32,122.5,35.53,31.6,132.77,182.36,63.37,32.69,47.64,87.65,87.09,23.76,54.53,64.72,52.84,967.93,38.72,106.14,46.69,41.09,976.47,156.76,150.68,54.66,60.27,80.56
2017/6/15,69.9,144.29,94.17,121.42,35.31,31.58,133.04,180.38,63.19,32.81,48.12,87.66,86.57,23.54,53.9,64.1,52.38,960.18,38.84,105.98,46.64,41.44,964.17,156.77,151.17,52.9,60.09,80.39
2017/6/16,70,142.27,94.17,121.96,35.21,31.63,134.35,181.63,62.97,32.97,48.21,88.08,86.18,23.43,53.89,63.89,52.27,958.62,38.96,105.51,46.63,41.28,987.71,156.64,151.99,51.1,60.14,79.8
2017/6/19,70.87,146.34,94.79,123.09,35.51,31.99,134.07,183.02,63.68,33.22,48.89,88.99,88.07,23.91,54.24,64.48,52.57,975.22,38.91,105.37,46.57,41.8,995.17,158.81,153.14,52.02,60.9,81.08
2017/6/20,69.91,145.01,94.38,122.93,34.86,31.85,134.22,183.27,64.53,33.56,48.77,88.82,87.52,23.49,53.46,63.91,52.34,968.99,38.66,103.94,45.94,40.39,992.59,157.67,154.07,51.56,59.86,80.46
2017/6/21,70.27,145.87,94.54,123.1,34.58,31.84,134.91,184.92,65.46,33.88,48.57,88.79,87.12,23.13,52.98,63.83,52,978.59,38.15,104.8,45.41,40.28,1002.23,156.59,153.73,52.59,59.96,79.14
2017/6/22,70.26,145.63,93.95,123.3,34.36,31.85,136.05,186.5,66.02,34.06,49.27,89.09,87.02,22.93,52.49,63.62,51.3,976.62,38.1,104.22,45.42,39.94,1001.3,155.48,154.8,52.4,59.51,78.34
2017/6/23,71.21,146.28,95.58,124.01,34.19,32.09,136.43,185.25,66.16,34.17,49.08,89.2,86.86,22.82,52.45,63.41,50.77,986.09,37.95,104.36,45.39,39.5,1003.74,151.31,154.64,52.85,59.81,76.07
2017/6/26,70.53,145.82,95.22,123.52,34.07,32.24,136.34,185.12,65.92,34.04,48.91,89.15,87.24,22.89,52.9,63.78,51.01,972.09,38.15,105.57,45.75,39.59,993.98,151.42,153.96,53.28,59.64,76.7
2017/6/27,69.21,143.73,94.9,122.74,33.65,31.76,135.01,184.6,65.54,33.77,48.67,88.79,88.05,23.27,53.16,64.23,51.42,948.09,37.7,105.41,44.84,39.25,976.78,152.24,153.72,52.95,58.96,76.33
2017/6/28,69.8,145.83,96.23,124.81,34.2,32.08,133.82,185.7,65.16,33.75,48.48,89.3,89.82,23.88,54.33,65.18,51.98,961.01,37.94,106.86,44.84,39.86,990.33,153.23,154.3,53.36,59.18,77.02
2017/6/29,68.49,143.68,94.42,121.51,33.54,31.41,132.64,185.27,64.34,33.63,48.73,88.71,91.15,24.32,55.78,66.98,51.78,937.82,37.62,105.71,44.41,38.87,975.93,152.16,153.13,53.17,58.36,76.6
2017/6/30,68.93,144.02,93.78,121.45,33.74,31.3,132.29,185.42,64.09,33.59,48.61,88.75,91.4,24.26,55.41,66.88,51.92,929.68,37.73,106.25,44.66,38.92,968,153.4,153.16,59,58.31,77.53
2017/7/3,68.17,143.5,93.35,120.78,33.46,31.33,132.9,186.65,64.27,33.82,48.71,88.81,92.75,24.68,55.78,68.26,52.58,919.46,38.11,107.46,45,38.36,953.66,154.01,152.5,58.65,58.25,78.26
2017/7/5,69.08,144.09,94.01,121.98,34.34,31.11,133.64,188.25,64.16,33.64,49,88.9,93.68,24.92,55.78,68.45,52.66,932.26,38.12,105.63,44.65,38.71,971.4,152.69,153.07,57.56,57.94,77.37
2017/7/6,68.57,142.73,93.25,120.8,33.63,30.72,132.52,186.94,63.1,33.22,47.94,87.26,93.38,24.71,55.56,67.63,52.18,927.69,37.18,103.35,43.52,38.25,965.14,152.05,153.09,57.16,57.6,76.59
2017/7/7,69.46,144.18,93.92,122.2,33.88,30.9,132.54,187.96,63.16,33.35,48.44,87.96,93.85,24.83,55.74,67.91,52.46,940.81,36.98,103.32,43.48,38.57,978.76,152.23,156.27,57.98,58.04,77.15
2017/7/10,69.98,145.06,95.09,122.73,33.65,30.98,131.55,186.95,62.83,33.41,48.23,87.2,93.19,24.89,55.59,67.65,52.31,951,36.83,103.59,43.2,38.76,996.47,151.18,155.52,58.73,57.81,76.92
2017/7/11,69.99,145.53,95.41,124.23,33.92,31.09,131.23,185.95,62.34,33.17,48.15,87.26,92.83,24.6,55.04,66.82,51.77,953.53,36.6,103.84,42.89,38.77,994.13,150.6,154.91,58.18,57.9,76.25
2017/7/12,71.15,145.74,96.18,125.28,34.25,31.16,132.23,186.69,62.78,33.22,48.43,87.81,92.51,24.35,55.17,66.92,51.9,967.66,36.83,104.38,43.22,39.02,1006.51,152.59,156.58,58.22,58.54,76.22
2017/7/13,71.77,147.77,95.94,125.47,34.24,31.27,131.86,185.48,62.89,33.28,48.08,87.81,93.1,24.62,55.6,67.02,52.22,968.85,36.21,104.29,43.49,39.31,1000.63,153.29,155.04,57.94,58.38,76.52
2017/7/14,72.78,149.04,96.93,127.01,34.68,31.42,132.6,186.9,63.06,33.43,48.91,88.57,92.25,24.21,54.99,66.72,52.08,976.91,36.3,105.09,43.56,39.2,1001.81,152.88,155.28,58,58.76,76.06
2017/7/17,73.35,149.56,96.83,127.43,34.47,31.5,132.15,186.35,62.61,33.25,48.76,86.06,91.39,24.02,54.71,66.83,52.03,975.96,36.39,104.79,43.66,39.2,1010.04,153.89,155.26,57.79,58.33,76.43
2017/7/18,73.3,150.08,97.58,127.73,34.53,31.51,134.46,186.85,62.41,33.36,48.74,85.85,91.07,23.9,54.8,66.89,51.63,986.95,35.99,105.75,43.36,39.18,1024.45,152.17,153.96,57.65,58.21,75.96
2017/7/19,73.86,151.02,98.25,128.04,34.56,31.9,135.21,189.19,62.62,33.62,49.43,85.65,91.2,24.06,54.94,66.7,52.08,992.77,36.13,106.82,43.45,39.34,1026.87,153.3,153.89,57.77,58.11,76.83
2017/7/20,74.22,150.34,98.11,128.47,34.75,31.86,136.57,191.5,62.94,33.54,50.85,85.67,91.2,23.94,54.88,66.36,52.48,992.19,36.52,107.36,44.22,39.49,1028.7,147.03,154.21,59.1,58.03,72.56
2017/7/21,73.79,150.27,99.6,129.27,34.73,31.84,135.31,191.78,62.63,33.48,50.84,85.17,90.89,23.8,54.17,66,52.12,993.84,36.51,107.09,44.23,39.63,1025.67,146.65,153.92,59.95,57.98,73.84
2017/7/24,73.6,152.09,100.37,129.52,34.5,31.86,133.01,190.89,62.57,33.32,50.8,85.09,91.28,23.91,54.27,66.1,52.79,998.31,36.23,107,43.71,39.47,1038.95,144.58,151.85,58.95,58.02,74.31
2017/7/25,74.19,152.74,99.99,129.98,34.67,32.12,131.88,190.4,62.36,33.1,50.83,85.93,92.8,24.48,55.06,68.03,53.17,969.03,36.22,106.42,43.98,39.75,1039.87,146.97,159.07,59.39,58.55,75.69
2017/7/26,74.05,153.46,100.85,130.99,34.75,31.66,130.95,190.75,61.8,32.89,50.4,85.74,91.93,24.21,54.91,67.98,52.43,965.31,38.03,106.94,44.4,39.35,1052.8,146.69,156.51,58.36,57.94,75.98
2017/7/27,73.16,150.56,99.57,128.93,34.97,31.57,130.83,188.93,63.69,33,50.11,84.68,91.55,24.11,54.71,67.6,52.43,952.51,39.41,110,47.81,39.43,1046,147.73,156.95,58.15,59.5,77
2017/7/28,73.04,149.5,99.15,127.91,35.31,31.52,131.85,191.15,64.11,33.15,49.61,84.29,91.28,24.03,53.3,67.43,52.57,958.33,39,109.96,47.94,39.52,1020.04,148.08,155.85,58.67,54,76.48
2017/7/31,72.7,148.73,99.56,127.8,35.47,31.45,132.72,191.81,63.88,33.16,49.18,83.97,91.8,24.12,53.94,68.45,52.78,945.5,39,109.93,48.4,40.45,987.78,149.6,155.14,59.05,53.98,77.4
2017/8/1,72.58,150.05,100.87,129.49,36.35,31.65,132.51,192.23,63.92,33.08,49.15,83.52,93.03,24.45,54.08,69.6,52.95,946.56,38.88,110.61,48.89,40.34,996.19,149.85,154.04,59.84,54.73,77.83
2017/8/2,72.26,157.14,101.28,130.61,36.64,31.52,132.16,193,63.44,32.92,49.23,83.2,93.11,24.59,53.62,69.42,52.99,947.64,38.27,108.67,48.21,40.01,995.89,150.5,156.59,59.79,55.43,77.86
2017/8/3,72.15,155.57,100.59,129.89,36.49,31.56,133.35,194.77,63.52,33.43,49.16,83.29,92.5,24.37,53.4,68.13,52.68,940.3,38.28,109.12,48.61,39.7,986.92,150.79,154.72,60.14,55.68,77.91
2017/8/4,72.68,156.39,100.89,129.82,36.3,31.8,133.18,194.88,63.1,33.64,49.26,83.68,93.66,24.97,52.84,68.98,53.12,945.79,38.43,107.69,48.91,39.6,987.58,152.75,153.82,59.76,55.44,78.37
2017/8/7,72.4,158.81,101.49,130.38,36.43,31.84,132.86,194.78,62.84,33.31,49.3,84.37,94.02,24.96,52.54,69.04,53.12,945.75,38.52,106.35,48.86,39.61,992.27,153.35,154.97,59.79,55.63,78.32
2017/8/8,72.79,160.08,101.28,129.84,36.41,31.67,132.27,194.9,62.32,33.28,48.88,83.83,93.68,24.9,52.71,68.88,53.19,944.19,38.36,106.98,48.6,39.92,989.84,153.35,154.92,59.46,54.52,77.21
2017/8/9,72.47,161.06,100.97,129.72,36.59,31.62,133.23,194.83,62.49,33.45,48.77,83.95,93.53,24.74,52.79,68.43,53.23,940.08,38.36,102.83,48.22,40.63,982.01,155.26,154.92,59.9,53.74,78.34
2017/8/10,71.41,155.32,99.49,127.67,36.14,31,133.09,192.57,62.18,33.42,48.06,83.04,92.19,24.12,51.95,67.22,52.38,923.59,38.19,101.35,48.02,40.73,956.92,153.88,156.62,59.07,53.07,77.01
2017/8/11,72.5,157.48,100.09,128.55,35.87,31.47,133.1,193.02,62.38,33.25,48.54,83.71,91.42,23.86,51.94,66.8,52.05,930.09,38.1,101.99,48.06,41.11,967.99,154.88,157.3,58.97,53.18,77.26
2017/8/14,73.59,159.85,101.87,131.09,36.34,31.84,133.48,193.71,62.67,33.31,49.08,84.47,92.49,24.42,52.84,67.89,52.79,938.93,38.5,101.4,48.78,41.9,983.3,154.26,157.26,59.78,53.22,77.72
2017/8/15,73.22,161.6,102.63,131.58,36,32.09,133.38,194.5,62.5,33.38,48.82,84.59,92.73,24.47,52.85,67.97,52.98,938.08,38.16,101.51,48.48,41.5,982.74,150.17,157.62,58.56,53.15,74.3
2017/8/16,73.65,160.95,103.32,132.37,35.81,32.34,134.17,193.77,62.7,33.36,49.81,84.6,92.09,24.19,52.69,67.71,52.85,944.27,38.23,102.2,48.41,41.24,978.18,152.25,158.9,58.54,53.5,75.35
2017/8/17,72.4,157.86,102.16,130.88,35.17,31.04,133.04,192.7,61.84,32.95,49.29,83.67,90.65,23.64,51.8,66.6,51.72,927.66,37.6,101.38,47.89,40.27,960.57,149.67,157.89,57.46,53.04,74.12
2017/8/18,72.49,157.5,102.51,131.14,35.01,30.37,132.63,190.82,61.49,32.67,48.74,83.41,90.74,23.62,51.68,66.58,51.68,926.18,37.37,100.7,47.69,40.52,958.47,147.49,157.76,54.95,52.7,73.64
2017/8/21,72.15,157.21,103.22,131.94,34.92,30.68,133.45,192.03,61.97,32.76,48.88,83.52,90.63,23.38,51.82,65.95,51.67,920.87,37.58,101.17,48.14,40.8,953.29,149.2,158.36,53.61,53.15,73.85
2017/8/22,73.16,159.78,104.07,133.8,34.65,31.27,134.7,194.79,62.42,33.15,49.71,81.76,91.56,23.83,52.22,66.85,51.94,940.4,37.98,102.77,48.35,41.35,966.9,149.91,159.64,54.13,54.45,75.82
2017/8/23,72.72,159.98,103.18,133.07,34.66,30.92,132.8,194.24,62.15,33.24,49.64,79.75,91.67,23.76,52.03,67.23,51.81,942.58,37.92,101.5,48.28,40.65,958,149.1,158.81,53.61,54.08,73.01
2017/8/24,72.69,159.27,103.22,132.96,34.71,31.24,132.89,194.75,62.71,33.23,49.38,79.24,91.52,23.84,52.16,67.69,51.85,936.89,37.68,101.52,48.31,40.14,952.45,148.25,158.41,53.84,53.94,72.61
2017/8/25,72.82,159.86,103.35,132.75,34.67,31.44,131.68,194.36,62.94,33.39,49.35,79.06,91.89,23.77,51.77,67.85,52.07,930.5,37.99,102.41,48.68,40.2,945.26,149.65,158.82,53.9,54.36,73.35
2017/8/28,72.83,161.47,103.78,133.85,34.65,31.54,131.74,195.09,63.32,33.47,50.26,79.59,91.6,23.72,51.63,67.81,51.96,928.13,37.94,102.56,48.61,40.34,946.02,151.39,159.67,53.73,54.4,73.8
2017/8/29,73.05,162.91,103.77,133.84,34.73,31.48,132.21,196.73,63.12,33.5,50.15,79.72,91.1,23.58,51.42,67.48,51.5,935.75,37.85,102.57,48.51,40.16,954.06,149.84,159.38,52.73,54.1,73.45
2017/8/30,74.01,163.35,103.73,133.8,34.89,31.99,131.07,195.88,63.12,33.45,50.11,79.86,91.31,23.87,51.36,68.01,51.59,943.63,37.67,102.87,48.12,40.82,967.59,150,159.53,52.56,54.52,73.91
2017/8/31,74.77,164,103.52,133.3,35.07,32.21,132.37,198.9,63.86,33.92,50.94,80.62,90.89,23.89,51.07,68.03,51.25,955.24,37.46,101.2,47.97,40.61,980.6,149.87,159.97,52.81,54.86,73.89
2017/9/1,73.94,164.05,103.9,133.24,35.09,32.3,131.03,199.75,63.83,33.96,51.18,80.05,91.7,24.09,50.97,68.58,51.68,951.99,37.48,101.5,47.92,41.06,978.25,150.78,159.81,53.36,54.93,74.65
2017/9/5,73.61,162.08,103.01,132.66,35.02,31.62,129.9,199.31,63.62,33.8,51.03,79.82,89.51,23.31,50.1,67.16,50.87,941.48,37.09,101.6,47.36,40.67,965.27,152.93,159.1,53.01,55.13,75.68
2017/9/6,73.4,161.91,103.18,132.89,35.76,31.87,130.67,198.38,64,33.99,51.19,79.87,90.11,23.41,49.88,67.32,50.91,942.02,36.57,101.5,46.91,41.17,967.8,156.56,158.22,52.76,54.31,77.47
2017/9/7,74.34,161.26,104.56,136.53,35.54,31.76,132.19,198.17,64.32,33.99,51.49,79.95,88.53,22.97,49.68,66.06,49.86,949.89,35.6,97.06,46.2,38.6,979.47,157.93,159.9,52.39,53.47,77.68
2017/9/8,73.98,158.63,104.43,137.22,35.19,31.48,130.98,197.75,64.27,34.1,52.02,82.03,88.42,22.89,49.58,66.17,49.98,941.41,35.59,97.07,46.11,38.21,965.9,159.66,159.71,52.2,53.49,78.56
2017/9/11,74.76,161.5,106.15,141.99,35.77,32.19,133.21,199.58,65.13,34.32,52.45,81.56,89.79,23.36,50.66,67.71,50.88,943.29,35.74,97.09,46.3,37.83,977.96,158.37,161.53,53.03,54.02,77.5
2017/9/12,74.68,160.86,106.21,142.42,36.09,32.41,132.63,197.47,65.46,35.37,52.25,82.3,90.89,23.95,51.57,68.79,51.57,946.65,36.26,97.89,46.79,37.9,982.58,159.91,156.33,53.4,53.54,78.66
2017/9/13,75.21,159.65,105.83,140.1,36.33,32.18,132.45,198.33,65.45,35.06,52,81.93,91.15,24.33,51.46,69.39,52.04,950.44,36.55,98.82,47.25,37.96,999.6,160.02,157,53.52,54.29,77.86
2017/9/14,74.77,158.28,106.08,141.47,36.48,32.19,134.18,197.73,66.12,35.73,51.69,81.8,90.97,24.24,51.29,69.24,51.64,940.13,36.32,97.9,47.18,37.6,992.21,159.38,157,53.73,54.53,78.46
2017/9/15,75.31,159.88,105.3,141.58,37,32.44,134.45,198.18,66.16,35.36,51.76,82.12,91.62,24.38,51.66,69.04,51.81,935.29,37.1,98.52,47.86,36.93,986.79,158.4,156.92,53.87,54.67,77.99
2017/9/18,75.16,158.67,104.83,141.4,37,32.52,135.38,198.19,65.99,35.55,52.08,82.4,92.92,24.7,52.71,70.6,52.38,929.75,37.42,98.1,48.09,37.11,974.19,157.81,156.68,53.5,54.69,77.67
2017/9/19,75.44,158.73,105.41,142.49,37.23,32.49,135.22,194.65,65.95,35.45,51.41,81.19,93.94,24.86,53.36,71.15,53.16,936.86,38.21,98.43,49.34,37.3,969.86,157.66,157.43,53.33,54.62,77.49
2017/9/20,74.94,156.07,104.97,142.24,37.07,32.6,133.22,195.75,65.79,35.99,51.89,80.16,94.6,25.06,53.75,71.46,53.52,947.54,38.43,99.21,49.48,37.46,973.21,158.68,159.88,53.56,55.15,77.91
2017/9/21,74.21,153.39,105.31,141.72,37.2,32.7,131.75,195.21,65.6,35.97,51.43,79.53,95.03,25.16,54.06,71.76,53.74,947.55,38.22,98.89,48.94,37.47,964.65,159.19,159.03,53.19,55.01,78.04
2017/9/22,74.41,151.89,105.56,141.89,37.18,33.37,131.39,193.03,65.13,35.96,52.51,79.7,94.83,25.02,54.25,71.4,53.67,943.26,38.59,98.6,49.9,38.1,955.1,159.97,158.91,53.24,55.09,78.23
2017/9/25,73.26,150.55,103.02,138.57,37.16,33.72,131.17,191.75,65.18,35.51,52.61,78.27,94.12,24.76,54.03,70.84,53.61,934.28,39.12,99.57,49.9,37.91,939.79,161.1,156.26,53.23,54.95,79.34
2017/9/26,73.26,153.14,102.94,138.37,37.47,33.76,130.94,192.7,64.76,35.3,52.85,78.37,93.7,24.81,53.8,70.94,53.6,937.43,38.72,98.63,49.51,37.81,938.6,161.26,153.35,53.7,55.13,79.29
2017/9/27,73.85,154.23,103.89,139.67,37.54,33.48,129.75,194.49,64.57,35.45,52.15,77.84,95.18,25.41,54.21,72.28,54.15,959.9,38.77,99.24,49.51,38.53,950.87,160.92,154.05,52.67,54.99,79.23
2017/9/28,73.87,153.28,104.58,140.2,37.83,33.35,129.47,196.1,64.29,35.6,53.64,77.71,95.38,25.45,54.25,72.65,53.48,964.81,39.04,98.05,49.41,37.82,956.4,162.36,157.49,52.63,54.5,79.45
2017/9/29,74.49,154.12,105.24,141.2,38.08,33.63,130.01,195.85,64.03,35.7,53.36,77.77,95.51,25.34,55.15,72.74,53.59,973.72,39.17,98.57,49.49,38.48,961.35,163.56,156.68,51.85,53.71,79.94
2017/10/2,74.61,153.81,105.44,141.82,39.04,33.75,131.22,197.44,64.55,36.07,53.68,78.05,96.84,25.62,55.47,73.8,53.44,967.47,39.11,99.86,49.36,37.97,959.19,164.02,156.96,51.87,53.81,80.79
2017/10/3,74.26,154.48,105.59,143.02,39.38,33.85,132.1,198.63,64.37,36.14,53.75,78.11,97.35,25.86,55.58,74.13,53.47,972.08,39.48,100.79,49.85,38.3,957.1,165.17,156.86,51.47,53.99,81.35
2017/10/4,74.69,153.48,105.31,142.09,39.34,33.44,132.89,200.48,64.6,35.96,54.34,78.63,96.36,25.71,54.96,74.06,53.15,966.78,39.5,100.55,49.9,38.59,965.45,165.29,157.21,52.08,53.93,81.46
2017/10/5,75.97,155.39,106.24,143.75,39.53,33.59,133.19,197.9,64.6,36,54.92,79.51,97.09,26.13,55.39,75.72,53.76,985.19,39.51,100.11,49.77,38.35,980.85,166.12,158.8,52.18,54.6,82.26
2017/10/6,76,155.3,106.73,143.52,39.63,33.75,133.22,198.06,64.55,36.05,55,79.81,96.92,26.21,55.58,75.64,54.18,993.64,38.59,100.07,48.81,38.01,989.58,165.85,159.6,52.42,55.17,81.86
2017/10/9,76.29,155.84,107.01,144.55,39.86,33.76,133.45,196.3,64.33,36.14,54.66,76.93,96.41,25.85,55.14,75.39,53.85,992.31,38.3,99.57,49.05,37.8,990.99,165.71,160.12,51.52,55.02,81.74
2017/10/10,76.29,155.9,107.31,145.65,39.65,33.55,133.9,194.68,64.46,36.4,55.4,77.29,97.13,25.93,55.61,75.18,54.23,987.8,38.5,99.58,49.14,37.69,987.2,165.16,160.58,51.53,55.42,81.1
2017/10/11,76.42,156.55,108.44,146.85,39.3,33.59,136.65,195.26,63.78,36.45,54.44,78.24,96.84,25.83,55.66,74.94,54.26,1005.65,38.19,98.55,48.86,37.42,995,165.25,163.15,51.03,55.64,81.21
2017/10/12,77.12,156,108.11,146.74,39.19,33.26,136.83,192.92,63.83,36.35,54.71,77.92,95.99,25.45,55.21,72.37,53.99,1005.65,35.86,96.93,48.35,35.95,1000.93,164.59,163.91,50.83,55.97,81.57
2017/10/13,77.49,156.99,108.66,147.34,39.67,33.47,136.43,192.52,63.39,36.34,54.65,78.07,95.86,25.83,53.69,72.11,54.13,1007.87,35.7,97.38,47.86,36.01,1002.94,164.47,165.37,50.98,55.72,82.33
2017/10/16,77.65,159.88,108.3,146.22,39.76,33.54,136.12,193.2,63.34,35.98,54.63,77.73,97.84,26.24,53.8,71.77,54.26,1009.35,36.17,98.13,48.09,36.61,1006.34,164.22,165.01,51.37,54.91,81.2
2017/10/17,77.59,160.47,107.54,145.93,39.79,33.6,140.79,203.89,63.22,36.2,55.06,78,97.62,26.2,53.19,72.19,53.88,1011,36.23,98.36,48.4,36.47,1009.13,163.35,165.4,52,54.51,81.11
2017/10/18,77.61,159.76,107.8,146.19,40.25,33.55,140.68,205.23,63.51,35.83,55.77,78.59,97.99,26.48,53.41,73.12,53.27,1012.74,35.71,98.25,48.65,36.2,997,163.45,165.77,52.3,55.21,80.75
2017/10/19,77.91,155.98,107.02,144.98,40.09,33.75,142.04,203.25,63.75,36.24,56,78.48,98.11,26.58,53.75,72.88,53.59,1001.84,35.69,99.01,49.21,36.9,986.61,163.24,166.5,52.69,55.4,81.27
2017/10/20,78.81,156.25,107.55,145.38,40.43,34.25,142.4,207.49,63.88,36.42,56.32,78.34,99.51,27.17,54.92,73.53,54.09,1005.07,35.54,99.4,49.53,37.22,982.91,163.43,166.3,53.06,54.57,80.04
2017/10/23,78.83,156.17,107.53,145.56,40.83,34.35,143.62,207.01,63.4,36.4,56.08,79.02,99.34,27.16,54.91,73.53,54.13,985.54,35.25,98.7,48.99,36.55,966.3,164.74,163.34,53.66,54.27,80.41
2017/10/24,78.86,157.1,108.41,145.8,40.95,34.58,141.64,208.15,63.11,36.27,55.38,78.66,100.92,27.68,55.42,74.24,54.21,988.49,34.86,98.29,48.94,36.5,975.9,166.03,163.88,53.42,54.28,81.16
2017/10/25,78.63,156.41,109.49,146.24,40.78,34.3,142.36,207.56,62.45,36.16,55.49,79.2,101.02,27.63,55.25,73.62,54.14,991.46,33.49,97.8,48.64,36.83,972.91,166.07,163.58,54.94,54.16,80.99
2017/10/26,78.76,157.41,109.8,146.59,41.35,34.27,141.81,209.15,61.99,35.74,55.48,80.44,101.74,27.74,55.62,73.79,54.3,991.42,33.68,98.56,48.89,36.27,972.43,167.65,164.01,56.81,54.91,81.53
2017/10/27,83.81,163.05,109.71,148.52,44.4,34.43,141.78,212.6,58.24,35.6,55.37,81.3,101.77,27.8,55.87,73.87,54.44,1033.67,33.97,98.31,48.87,36.79,1100.95,167.34,165.39,55.96,54.88,80.61
2017/10/30,83.89,166.72,110.04,148.95,44.37,34.04,140,209.39,54.71,35.15,54.29,80.53,101.41,27.6,55.85,73.78,54.26,1033.13,33.54,98.04,47.83,36.5,1110.85,165.31,166.23,55.27,55.17,79.41
2017/10/31,83.18,169.04,109.98,148.77,45.49,34.15,139.41,210.22,55.09,35.06,54.23,80.52,100.61,27.39,56.14,73.5,54.38,1033.04,33.65,97.81,47.87,36.03,1105.28,165.78,166.91,54.99,54.84,79.95
2017/11/1,83.18,166.89,111.07,148.89,46.71,34.62,139.98,209.53,55.34,35.26,54,80.31,100.92,27.53,56.21,74.03,54.48,1042.595,33.55,99.03,47.83,36.08,1103.68,165.38,166.37,55.07,55.13,79.92
2017/11/2,84.05,168.11,110.98,148.25,47.1,34.21,139.93,211.1,55.37,35.46,54.37,77.87,101.59,27.87,56.48,74.74,54.88,1042.97,33.17,98.35,47.46,35.15,1094.22,162.71,168.1,55.12,54.87,76.65
2017/11/3,84.14,172.5,111.36,149.29,46.34,34.47,140.08,212.87,56.06,35.55,55.47,78.43,101.41,27.82,56.35,74.05,54.65,1049.99,33.3,98.64,47.42,35.68,1111.6,164.39,168.65,55.71,56.03,77.92
2017/11/6,84.47,174.25,111.92,150.09,46.7,34.41,139.76,212.12,55.88,35.32,55.01,77.69,100.78,27.75,56.18,73.8,54.85,1042.68,32.86,100.64,45.53,35.54,1120.66,164.22,170.07,56.04,56.57,77.41
2017/11/7,84.27,174.81,112.09,149.97,46.78,34.4,139.77,212.7,55.59,35.36,55.16,78.01,98.75,27.18,55.05,72.71,53.45,1052.39,33.07,101.61,45.57,36.39,1123.17,163.66,170.77,55.15,57.22,77.63
2017/11/8,84.56,176.24,112.47,149.97,46.7,34.5,141.32,210.77,56.58,35.34,55.25,77.81,97.64,26.79,54.26,72.34,52.68,1058.29,33.44,101.18,45.46,36.21,1132.88,164.05,170.1,55.76,57.91,78.09
2017/11/9,84.09,175.88,112.14,149.29,46.3,34.05,140.35,211.56,56.21,35.2,55.45,80.81,97.63,26.49,54,72.43,52.11,1047.72,34,102.68,45.07,36.56,1129.13,163.27,167,56.13,57.36,78.08
2017/11/10,83.87,174.67,111.88,149.54,45.58,33.99,139.56,211.07,55.48,35.18,54.8,79.33,97.51,26.51,53.81,72.25,51.61,1044.15,34.22,104.78,44.88,36.85,1125.35,164.11,165.59,56.09,57.04,77.49
